,ALLOTHL,AOA,ASDROTH,ASDRRES,BKPREM,CERT,CHBAL,EDCM,EQTOT,ESTINS,FREPP,FX,ID,INTAN,LNAG,LNAUTO,LNCI,LNCONOTH,LNCONRP,LNCRCD,LNOTCI,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,LOCCOM,LOCFPSB,LOCFSB,LOCPSB,NAASSET,NACDIR,NAME,NETINC,NTRCOMOT,NTRFCFG,NTRIPC,NTRMUNI,NTRUSGOV,ORE,OTBFH1L,OTHBRF,P3ASSET,P9ASSET,PARTCONV,RBCT1CER,RBCT1J,REPDTE,RT,RWAJT,SCABS,SCASPNSUM,SCCMOG,SCCMOS,SCCOL,SCCPTG,SCFMN,SCGNM,SCMUNI,SCODOT,SCRMBPI,SCSFP,SCUST,SUBND,SZISLOTH,SZLAUTO,SZLNCI,SZLNCON,SZLNCRCD,SZLNHEL,SZLNOTH,SZLNRES,TRADEL,TRNCBO,TRNIPCOC,TRNMUNI,TRNUSGOV,UC,UCCOMRE,UCCRCD,UCLOC,UCOTHER,UCSC
0,929,4006,,,2908,32571,2262,,16848,97.82664734,0,,32571_20091231,3214,,,10795,2926,,0,3063,,110605,12082,82120,76452,364,,,,16223,0,WOODLANDS BANK,-11303,,,339419,,,7066,,21500,15424,1751,,,13733,20091231,,282730,,0,,0,0,,,,0,0,1077,,,0,,,,,,,,,,,9276,,,5113,,0,2179,122,
0,2872,37843,0,0,21172,11636,39066,0,15292,79.86528611,21949,0,11636_20091231,209,25516,,56022,3930,0,2,686,9022,84189,1600,193377,53298,0,559,559,0,71869,0,HOME NATIONAL BANK,-60828,0,0,497996,29527,0,25845,8500,36886,3973,743,,,11761,20091231,438,502298,0,0,,0,20015,,76165,2389,2447,877,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9099,29145,0,52673,13319,3,5189,34162,0
0,982,1442,0,0,388,58072,2252,0,5283,85.36399144,23000,0,58072_20091231,0,0,,12863,466,931,0,0,0,69695,3592,33519,44619,0,676,0,676,72114,0,USA BANK,-13368,30569,0,148353,3406,0,1877,0,0,1295,326,,,6223,20091231,0,166567,0,0,,0,33204,,2150,3034,0,0,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,9934,0,0,26260,18606,0,4380,3274,0
0,158,170,,,43,32456,260,,281,88.95497026,0,,32456_20091231,0,,,0,17,,0,0,,664,0,2032,2511,0,,,,597,0,IDEAL FEDERAL SAVINGS BANK,-379,,,5242,,,0,,0,419,0,,,279,20091231,,4608,,0,,0,0,,,,0,0,0,,,0,,,,,,,,,,,634,,,0,,0,0,0,
0,1176,8814,0,0,759,35462,71664,0,7465,90.13359719,0,0,35462_20091231,0,0,,67364,3093,610,0,472,0,24951,1424,39143,57487,0,1441,182,1259,20428,0,BAY NATIONAL BANK,-15451,126142,0,140464,0,0,2731,0,0,934,0,,,7406,20091231,0,205254,0,0,,0,0,,15611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15058,0,8,57492,3656,0,13386,40450,0
0,200,3210,0,0,3045,35279,5354,0,4500,98.91244778,0,0,35279_20090930,0,0,,3776,2,0,0,0,0,35096,962,10167,16071,0,564,564,0,12469,0,HIGH DESERT STATE BANK,-5846,0,0,78299,250,0,9233,0,0,6063,2836,,,4500,20090930,0,72191,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,8513,7685,0,0,828,0
0,1440,12168,0,0,2866,34152,62692,0,18510,88.77129236,0,0,34152_20090930,0,0,,9941,827,0,0,274,4499,83974,4041,47757,49622,0,67,67,0,32884,0,FIRST NATIONAL BANK,-6624,2052,0,253820,15194,0,5937,5000,15000,8623,74,,,18110,20090930,0,200727,0,0,,0,279,,9046,20940,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12296,110,0,8364,5331,0,2156,877,0
0,15513,35255,0,0,8044,26563,37222,0,33289,91.51753699,0,0,26563_20090930,0,0,,52373,0,2889,0,319,11017,183243,43714,107864,29643,0,6566,2168,4398,109855,0,PENINSULA BANK,-16168,0,0,506795,3942,0,30328,50000,50000,19149,6246,,,27645,20090930,0,513259,0,0,,0,73072,,294,19606,2467,16804,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,36659,9,21,28816,12131,0,1876,14809,0
0,846,7816,0,0,6762,57110,50090,0,26175,97.11498304,0,0,57110_20090930,1406,0,,48199,1702,1312,143,0,9831,74930,22523,211853,16023,869,287,0,287,51891,0,NEVADA SECURITY BANK,-28201,0,0,431577,989,0,18400,25060,25060,29018,0,,,24199,20090930,2027,379185,0,0,,0,5463,,59657,885,9477,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,52710,768,19,18286,684,666,3850,13086,0
0,7181,28270,0,0,4793,32955,25709,0,45477,82.8323916,11110,0,32955_20090930,0,0,,70744,1812,0,235,13,0,166835,27910,171668,38282,0,6014,3974,2040,121648,0,WASHINGTON FIRST INTL BANK,-27413,0,0,453472,0,0,17143,15500,40288,192,9969,,,29823,20090930,0,528185,0,0,,0,101,,3794,0,19747,12360,0,0,301,0,0,0,0,0,0,0,0,0,0,123,52296,0,7,46262,20623,4354,4168,17117,0
0,28439,92436,,,33244,29341,299411,,122917,90.68714062,0,,29341_20090930,22451,,,314462,148961,,0,1515,,540438,201390,447331,725724,0,,,,327476,0,TIERONE BANK,-176556,,,2080587,,,64088,,536905,32953,0,,,117315,20090930,,2437193,,0,,0,0,,,,4336,4215,2756,,,0,,,,,,,,,,,169180,,,594406,,0,104929,3272,
0,118,460,0,0,669,31813,220,0,2307,99.73047437,0,0,31813_20090930,0,0,,4414,42,2,0,20,0,1325,0,4144,7033,0,0,0,0,0,0,ARCOLA HOMESTEAD SB,78,0,0,14804,1328,0,0,0,0,248,391,,,2307,20090930,0,17196,0,0,,0,0,,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,492,215,0,0,277,0
0,466,3067,0,0,398,15814,1202,0,10446,96.67414299,0,0,15814_20090930,0,61170,,2906,6418,0,0,7,996,0,0,1541,2265,0,0,0,0,0,0,FIRST NATIONAL BANK,1281,18983,0,47081,969,0,1030,0,0,1081,108,,,10449,20090930,0,77415,0,0,,0,0,,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,7418,670,0,8077,0,0,0,8077,0
0,1880,3358,0,0,4297,34785,51754,0,16583,91.87665961,0,0,34785_20090930,0,0,,86283,1104,82,0,1142,7062,94008,5709,112604,9077,0,1791,0,1791,49828,0,SUN WEST BANK,-24903,83071,0,275098,4525,0,10261,0,0,22782,4151,,,16155,20090930,0,331647,0,0,,0,2058,,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8399,0,3,23334,4048,0,2785,16501,0
0,1101,7486,0,0,1089,57315,10319,0,7195,81.31261274,0,0,57315_20090930,0,0,,16362,342,120,0,0,0,11460,2215,44534,21492,0,0,0,0,12185,0,GRANITE COMMUNITY BANK N A,-1971,6425,0,64035,543,0,6414,5000,5000,1362,0,,,7162,20090930,0,108411,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34623,2428,0,14986,5511,0,4476,4999,0
0,414,7023,0,0,1007,57814,10076,0,18088,88.02329814,1908,0,57814_20090930,779,0,,32424,2324,647,0,0,0,48743,5014,106467,25553,0,419,406,13,21936,0,BANK OF FLORIDA TAMPA BAY,-5126,199,0,218459,0,226,575,0,6700,14291,0,,,15262,20090930,0,219214,0,0,,0,0,,11542,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6155,0,0,20886,8192,0,2037,10657,0
0,2335,26017,0,0,18526,35106,28642,0,39277,99.92975711,10000,0,35106_20090930,860,0,,34114,3658,1465,0,6,0,112418,7218,311668,125191,0,2615,2315,300,87854,0,BANK OF FLORIDA SOUTHWEST,-64366,245,0,547012,1,249,9199,25000,74262,22006,0,,,32401,20090930,0,593294,0,0,,0,7184,,19805,17377,2162,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,19561,0,203,41534,13891,0,12562,15081,0
0,1218,16165,0,0,4648,57360,37823,0,36382,98.32457759,10000,0,57360_20090930,930,0,,46672,1280,1813,0,0,0,79242,17363,223472,67892,0,441,220,221,40375,0,BANK OF FLORIDA SOUTHEAST,-17222,0,0,416355,0,0,723,0,37500,26205,0,,,30804,20090930,0,430805,0,0,,0,12223,,11900,14292,0,0,0,0,110,6000,0,0,0,0,0,0,0,0,0,0,19826,0,0,37025,11888,0,10612,14525,0
0,469,879,0,0,157,57735,1275,0,3240,98.41664313,0,0,57735_20090930,0,0,,14959,1498,832,0,292,1243,4212,2927,19123,15226,0,110,10,100,3278,0,PINEHURST BANK,-2749,12729,0,35136,826,0,814,6150,9150,1615,0,,,3240,20090930,0,57050,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,0,0,5276,1449,0,1096,2731,0
0,28764,67629,0,0,40548,18117,327283,0,309226,88.19061698,297650,0,18117_20090930,91826,2573,,339278,3593,1074,0,14340,9403,352051,87084,1141691,503657,26,49859,17051,32808,193877,0,MIDWEST BANK&TRUST CO,-113454,0,0,2280259,46498,0,20980,0,340000,79505,0,,,221297,20090930,0,2492905,0,0,,0,96013,,0,52786,217,3538,0,7326,451792,0,0,0,0,0,0,0,0,0,0,0,204607,27350,50,459827,92601,0,113593,253633,0
0,486,3434,0,0,2493,34255,1478,0,5257,90.63400576,0,0,34255_20090930,0,417,,7725,669,15,0,1113,1106,37499,4188,14090,20966,0,98,0,98,7831,0,SOUTHWEST COMMUNITY BANK,-2659,74562,0,41315,5177,0,4202,125,125,877,900,,,4874,20090930,0,91247,0,0,,0,0,,0,0,1744,0,0,0,19999,0,0,0,0,0,0,0,0,0,0,86,6683,12784,0,2329,1395,0,314,620,0
0,449,1530,0,0,4894,35586,4106,0,4050,95.18354184,0,0,35586_20090930,0,0,,25415,1778,22,0,1471,0,4547,3016,41636,20088,0,48,0,48,8547,0,NEW LIBERTY BANK,-1815,0,0,79392,0,0,3210,4100,12163,3027,2130,,,4045,20090930,0,100198,0,0,,0,0,,144,0,281,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,15388,0,8,13044,4411,0,2851,5782,0
0,658,2000,0,0,2508,35114,9696,0,9286,66.78129807,0,0,35114_20090930,0,0,,5262,1680,129,0,0,161,32915,0,36234,28774,1140,0,0,0,3653,0,SATILLA COMMUNITY BANK,-2849,83,0,139251,1695,0,4918,0,0,6085,1456,,,9152,20090930,0,109020,0,0,,0,0,,7125,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5937,1329,0,1389,914,0,150,325,0
0,4922,9641,0,0,3085,35517,9019,0,11409,98.76556789,0,0,35517_20090930,1119,0,,56586,3616,106,0,35,0,109178,10917,122007,41264,0,2333,1250,1083,12692,0,1ST PACIFIC BANK OF CA,-16887,21936,0,270279,3322,0,2572,25000,40000,4318,1761,,,10480,20090930,0,351637,0,0,,0,0,,5099,898,5103,0,7283,0,0,5000,0,0,0,0,0,0,0,0,0,1400,20883,0,0,67844,10786,0,9267,47791,0
0,721,3057,0,0,395,57697,668,0,10957,54.66787589,0,0,57697_20090930,0,0,,17294,739,0,0,0,0,28185,3301,35938,1209,0,0,0,0,14822,0,TOWNE BANK OF ARIZONA,-14406,3470,0,97191,0,0,25099,6000,6000,1126,150,,,10766,20090930,0,115240,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8387,0,0,2266,447,0,0,1819,0
0,226,504,0,0,1445,16476,3673,0,1311,95.44427198,0,0,16476_20090930,0,3948,,6476,650,30,0,262,2697,1195,0,5099,8348,0,0,0,0,694,0,ACCESS BANK,-2175,4550,0,23298,2912,0,2435,0,0,2800,0,,,1311,20090930,0,28869,0,0,,0,0,,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,40,5544,261,0,3031,4,0,2118,909,0
0,1471,2750,0,0,5214,14246,8721,0,8768,94.54363054,0,0,14246_20090930,0,327,,15819,8753,1320,0,303,2263,54624,2749,24698,62879,0,2796,302,2494,24293,0,BANK OF BONIFAY,-5416,0,0,176508,9577,0,5788,0,10000,7164,695,,,8532,20090930,0,172121,0,0,,0,0,,832,0,3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30885,7450,11,9033,3868,0,1671,3494,0
0,20498,133505,0,0,48548,22710,405316,0,125771,84.71148409,13909,0,22710_20090930,277,14452,,262035,26874,943,4651,8233,32863,1286702,174138,1009154,338511,0,20349,13128,7221,810521,0,FRONTIER BANK,-220713,124868,0,2872259,107915,0,101805,45374,377192,167454,7,,,124706,20090930,3464,3073017,0,0,,0,9801,,0,26326,4315,2515,0,0,315,0,0,0,0,0,0,0,0,0,0,52,118892,5102,181,273094,25221,18424,16860,212589,0
0,389,5348,0,0,2927,17792,10745,0,3611,96.01566546,0,0,17792_20090930,0,2334,,4589,858,0,0,410,4824,2655,2108,17936,12589,173,0,0,0,4155,0,BC NATIONAL BANKS,-5543,0,0,44400,188,0,3127,9000,14500,251,0,,,3526,20090930,0,52125,0,0,,0,0,,209,88,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16638,267,1,3714,2121,0,0,1593,0
0,427,3012,0,12396,8048,58362,14720,0,12912,95.32942322,322,0,58362_20090930,0,0,,10469,243,65,0,1100,799,56967,27042,25240,32734,0,215,0,215,25811,0,CHAMPION BANK,-8823,10109,0,137518,300,0,9703,0,28400,14163,3958,,,12599,20090930,2921,177084,0,0,,0,909,,5747,0,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14099,49,0,10598,2772,0,4543,3283,0
0,11242,76751,0,9524,39239,30005,132122,0,-12864,97.97988386,0,0,30005_20090930,8633,174,,156844,69976,0,0,4851,0,124333,43041,355152,558827,0,18484,0,18484,77519,0,CF BCORP,-91938,0,0,1266248,146591,0,21985,215245,329597,65194,92,,,30188,20090930,68746,1593567,0,0,,0,2301,,1466,0,8657,0,229447,0,544,0,0,0,0,0,0,0,0,30849,0,0,56281,22404,5,194004,70918,0,45629,77457,0
0,102796,1067905,0,299,128356,31027,468214,110615,979616,96.05777018,2657725,0,31027_20090930,3437,53059,,567281,190621,0,50104,95365,0,1353928,0,4958500,1489514,2027,28232,19960,8272,1462023,0,WESTERNBANK PUERTO RICO,6812,0,0,8705462,26540,0,119308,392000,395500,305502,19190,,,880321,20090930,595791,8840146,0,0,,0,1657035,,4039,1352946,24385,21436,0,0,0,0,0,0,0,0,0,0,0,299,8081,0,574910,36427,0,347738,210296,72224,155,65063,0
0,80761,145831,0,183183,21747,32185,78960,0,368352,94.56412171,319400,0,32185_20090930,12387,0,,184141,139766,2926,82705,112155,911,991684,78737,882495,3109232,0,1655,1655,0,1103784,0,R-G PREMIER BANK OF RQ,-47663,115164,0,3378449,43722,0,45071,951000,1241014,232888,2702,,,366056,20090930,260107,4599965,0,0,,0,145153,,203388,17835,6112,0,152223,0,0,0,0,0,0,0,0,0,0,63486,3822,12033,726373,548,1,286862,155340,85193,1507,44822,0
0,25495,77060,51747,0,33279,27150,254571,50000,159153,91.4310832,468675,0,27150_20090930,2049,5213,,193531,35348,3728,4444,186461,46300,302231,2008,591482,248269,369,9305,3622,5683,161953,0,EUROBANK,-15211,271886,0,1680334,39435,0,13910,0,358,133591,32575,,,154403,20090930,0,1752870,0,0,,0,339163,,9999,167015,5584,0,201852,0,15000,0,0,0,0,0,0,0,0,0,0,0,142841,17947,0,86077,30330,6306,6758,42683,0
0,5054,4883,0,0,609,58429,46079,0,38702,98.71705335,0,0,58429_20090930,0,0,,58399,626,0,0,765,0,134506,57076,118411,51189,0,1610,0,1610,95294,0,WHEATLAND BANK,478,66812,0,362830,99,0,304,0,0,34879,32770,,,38389,20090930,0,422449,0,0,,0,0,,1909,5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7109,2,0,31190,16919,0,2509,11762,0
0,327,5889,0,0,8928,10888,16310,0,7524,93.70703618,0,0,10888_20090930,0,6451,,22166,5560,79,0,578,2109,14644,599,5852,41344,0,464,87,377,14139,0,PEOTONE BANK&TRUST CO,-3424,242,0,88772,5910,0,324,4768,4768,3047,5335,,,7167,20090930,0,104164,0,0,,0,0,,0,2752,455,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,27595,6384,1,7891,456,0,4203,3232,0
0,2697,10661,0,0,6055,30600,3512,0,8027,96.62610527,0,0,30600_20090930,117,0,,1483,62,227,739,25,0,24584,27063,36503,84265,0,43,0,43,27710,0,LINCOLN PARK SAVINGS BANK,-4965,0,0,157372,0,0,4188,14000,27000,5283,105,,,7832,20090930,0,157720,0,0,,0,0,,3906,2127,2602,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20254,0,0,18353,2647,1147,6624,7935,0
0,9689,9653,0,0,8003,34821,34346,0,24497,93.16348242,0,0,34821_20090930,0,0,,47676,689,14,0,2374,0,183336,57387,107645,28678,0,3031,1793,1238,68997,0,NEW CENTURY BANK,-3433,0,0,437046,0,0,15924,0,0,23397,0,,,24497,20090930,0,415878,0,0,,0,0,,0,0,0,0,0,0,10510,0,0,0,0,0,0,0,0,0,0,0,17512,0,0,25994,13960,0,3179,8855,0
0,442,2956,0,0,812,34658,11007,0,4096,95.85828409,0,0,34658_20090930,0,0,,4735,1022,137,0,282,1113,7004,4783,32217,12599,0,108,108,0,12853,0,CITIZENS B&T CO OF CHICAGO,120,13507,0,49384,0,1903,2556,0,0,4943,2782,,,4080,20090930,0,63951,0,0,,0,0,,256,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,11022,0,0,4854,0,0,322,4532,0
0,7036,14007,0,0,2996,22853,92599,0,64640,97.02592928,0,0,22853_20090930,0,0,,38138,326,0,0,441,788,442555,75567,391348,36536,0,1440,0,1440,175234,0,BROADWAY BANK,-27354,11600,0,1064166,0,0,59553,27000,27000,42809,15,,,83375,20090930,0,1227204,0,0,,11176,3694,,1,42281,0,5006,54431,0,0,0,0,0,0,0,0,0,0,0,0,202,58288,1248,0,67257,65783,0,384,1090,0
0,42264,220869,0,0,85354,3735,345981,0,126826,87.55336756,109980,0,3735_20090930,105,34863,,406725,301630,9568,0,24607,72283,459311,141309,1148569,535575,2900,49535,27829,21706,416976,0,AMCORE BANK NATIONAL ASSN,-188585,27600,0,3378816,83201,0,22650,25422,131505,56917,5264,,,132190,20090930,102028,3229533,2714,0,,13047,260969,,10342,213660,27025,0,21939,19925,115100,50000,0,0,0,0,0,0,0,0,0,1001,321177,86482,71,426344,42423,0,118128,265793,0
0,10636,30779,0,0,4751,21521,11806,0,74755,97.84926862,0,0,21521_20090930,165,0,,18332,917,291,0,524,0,440881,4717,308200,56268,0,121,0,121,394471,0,CITY BANK,-66343,0,0,977898,9791,0,126214,65000,65044,24742,1401,,,74665,20090930,28008,976999,0,0,,0,0,,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29307,51906,19,61892,51776,0,2536,7580,0
0,3628,39951,0,0,3356,33493,22488,0,47023,93.05517848,0,0,33493_20090930,177,0,,24914,52,185,0,0,0,55827,163037,291284,40562,0,0,0,0,71264,0,TAMALPAIS BANK,-8400,131210,0,306364,6091,0,6004,61090,150085,17352,1500,,,46227,20090930,13000,581419,0,0,,8734,38008,,14630,1419,4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49840,0,0,52424,27649,0,4909,19866,0
0,2086,12854,0,0,954,23876,10363,0,23474,87.1571765,0,0,23876_20090930,8233,0,,68390,3076,0,0,234,1134,4770,812,125495,0,0,45,0,45,25697,0,INNOVATIVE BANK,-7832,0,0,175452,596,0,0,0,25000,15552,172,,,16212,20090930,0,198581,0,0,,0,3469,,7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25966,0,1,6074,7,0,0,6067,0
0,1150,13927,0,0,7345,26619,12139,0,6129,95.17623436,0,0,26619_20090930,26,0,,4072,4428,60,0,0,0,68196,4212,31194,102542,0,1682,0,1682,32102,0,BUTLER BANK,-8809,0,0,209273,0,0,16141,22137,28479,2812,0,,,4834,20090930,0,219383,0,0,,0,0,,6484,91,1270,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28211,0,4,10815,4618,113,3592,2492,0
0,19810,77184,0,0,111669,24067,524330,0,6947,95.6528174,9559,0,24067_20090930,2812,8129,,95469,401525,2676,0,14637,16312,222827,12114,454617,828342,0,4139,4139,0,283929,0,RIVERSIDE NB OF FLORIDA,-134259,62828,0,2652682,26182,0,57767,500000,650000,25036,153,,,86033,20090930,6101,2713892,0,0,,0,325631,,6745,64,207337,6985,22380,135761,25780,0,0,0,0,0,0,0,0,0,0,0,32875,3457,152,171155,22806,0,101603,46746,0
0,250,3424,0,0,3668,57724,6738,0,8164,96.47625395,0,0,57724_20090930,0,0,,5114,291,21,0,0,2168,23146,2214,32469,8333,0,0,0,0,14084,0,AMERICANFIRST BANK,-1263,0,0,86370,0,0,1459,4000,8000,0,0,,,5578,20090930,0,80099,0,0,,0,0,,0,3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6575,0,0,7107,4678,0,534,1895,0
0,3198,21656,,,5839,28886,61987,,19033,96.3919474,0,,28886_20090930,17,,,5003,13008,,200,318,,48670,5055,57982,215631,0,,,,29267,0,FIRST FEDERAL BANK OF N FL,-10153,,,321284,,,5656,,62000,11393,0,,,14117,20090930,,283951,,0,,0,0,,,,0,5059,0,,,0,,,,,,,,,,,38525,,,24759,,732,10720,1310,
0,201,822,0,0,96,34878,5265,0,1700,91.64808697,0,0,34878_20090930,0,0,,6246,480,20,0,623,0,5051,0,19839,9199,0,50,50,0,3442,0,LAKESIDE COMMUNITY BANK,-4625,4704,0,51731,1346,0,1859,0,2500,1536,6,,,1400,20090930,0,43625,0,0,,0,1315,,5153,0,1807,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,50,3347,120,1,2193,261,0,327,1605,0
0,4275,16934,0,0,4319,34242,21020,0,32140,90.73556004,0,0,34242_20090930,0,0,,50826,5228,326,2287,94,1980,130472,12599,163215,159851,0,3876,0,3876,50978,0,BEACH FIRST NATIONAL BANK,-23468,14771,0,437624,30265,0,9578,20000,58268,17586,6354,,,31340,20090930,43981,480300,0,0,,0,13643,,27489,54,1123,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681,0,0,32566,4168,9152,10694,8552,0
0,2565,15570,0,0,4814,57060,44605,0,26284,71.45230793,0,0,57060_20090630,0,0,,88213,7760,534,0,3400,0,93081,10242,71524,125687,0,116,116,0,45759,0,DESERT HILLS BANK,-5018,75147,0,301127,117,0,44838,49500,50535,11230,1928,,,26261,20090630,0,412742,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45055,128,9,42026,7682,0,9821,24523,0
0,1214,12360,0,0,10772,34678,26708,0,13965,78.24618702,0,0,34678_20090630,0,6,,15379,4819,0,0,0,13326,36999,7144,88125,53306,0,850,0,850,10636,0,UNITY NATIONAL BANK,-10700,42033,0,169347,7876,0,18221,17000,31200,11800,127,,,13952,20090630,0,239738,0,0,,0,0,,0,0,5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31823,912,0,13813,5555,0,5273,2985,0
0,1001,1686,,,1206,34684,967,,4300,99.62359859,0,,34684_20090630,0,,,548,128,,0,55,,4766,4457,10935,54752,0,,,,11428,0,KEY WEST BANK,-1985,,,56474,,,5722,,20000,301,0,,,4300,20090630,,61637,,0,,0,0,,,,0,0,0,,,0,,,,,,,,,,,4602,,,1381,,0,1265,0,
0,1722,4631,0,0,14937,57399,36307,0,13386,70.18079896,1442,0,57399_20090630,0,416,,40099,3622,0,0,3895,297,82096,1985,53748,45127,0,1467,119,1348,33837,0,MCINTOSH COMMERCIAL BANK,-4174,47525,0,274420,302,0,47779,9280,9486,22494,8426,,,13228,20090630,0,287304,0,0,,0,23538,,0,9742,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,40578,79,0,12258,1992,0,2437,7829,0
0,38,657,0,0,479,8221,1268,0,1658,88.70713946,0,0,8221_20090630,0,48,,848,811,31,0,390,0,6340,2435,7372,6332,0,119,119,0,2857,0,STATE BANK OF AURORA,-633,0,0,19546,721,0,529,435,435,598,236,,,1658,20090630,0,22037,0,0,,0,0,,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5744,1278,0,864,707,0,0,157,0
0,667,2763,0,0,4227,24957,11240,0,11223,84.85121351,0,0,24957_20090630,0,8938,,9583,8126,0,0,204,4427,12453,0,45434,27676,172,0,0,0,5085,0,FIRST LOWNDES BANK,234,0,0,110862,5797,0,487,0,2868,1850,2648,,,11253,20090630,0,116620,0,0,,0,0,,241,0,10877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18884,6129,0,4598,110,0,530,3958,0
0,2906,24214,0,0,11324,10054,28348,0,29248,69.53414762,0,0,10054_20090630,0,371,,18212,9504,309,0,1748,833,134520,8440,73843,71162,0,808,808,0,58820,0,BANK OF HIAWASSEE,-6901,10206,0,309857,1890,0,9706,2000,30000,16172,2542,,,24838,20090630,0,350681,0,0,,0,5791,,5013,1273,10102,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32944,5181,0,16900,7381,0,8636,883,0
0,5656,26970,0,0,36955,33989,174060,0,42183,78.40910389,5370,0,33989_20090630,0,356,,62681,19073,0,4878,9389,19376,348360,13964,122866,179207,0,5590,5590,0,115691,0,APPALACHIAN COMMUNITY BANK,-30817,163489,0,652086,12936,0,25660,15000,72000,60483,8955,,,42199,20090630,0,809125,0,0,,0,26553,,2004,10362,10439,12,177,0,0,6325,0,0,0,0,0,0,0,0,0,0,125848,6940,0,64999,13693,9728,19500,22078,0
0,132482,792843,0,0,3732,33535,1557244,0,145173,94.39947833,0,0,33535_20090630,0,0,,338530,0,0,0,2904,0,0,0,0,0,0,0,0,0,10443,0,ADVANTA BANK CORP,-249239,1203416,0,1332450,4166,0,0,0,13236,19695,6881,,,160160,20090630,0,841361,116689,0,,0,0,,4451,0,15680,5309,12220,0,100217,0,0,0,3322078,0,0,0,0,0,0,0,53407,0,0,0,0,0,0,0,0
0,566,1049,0,0,1486,58104,1875,0,4580,76.08942137,0,0,58104_20090630,0,0,,7007,18,0,0,9,0,11761,855,55345,2395,0,0,0,0,4139,0,CENTURY SECURITY BANK,-2888,26863,0,68376,2125,0,12207,0,0,6448,2845,,,4567,20090630,0,95426,0,0,,0,11005,,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051,0,0,1785,1606,0,179,0,0
0,2154,6045,0,0,497,18806,1731,0,5851,57.85408458,0,0,18806_20090630,6251,0,,15158,0,0,0,7,0,131,1521,44218,1675,0,0,0,0,2771,0,AMERICAN NATIONAL BANK,-2155,9877,0,42874,1352,0,291,0,0,485,0,,,5192,20090630,37500,64344,0,0,,0,0,,711,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,16087,13,0,5672,3440,0,150,2082,0
0,818,11605,0,0,11380,29561,4737,0,18263,87.57650356,0,0,29561_20090630,0,0,,14204,8755,614,0,51,918,43722,5645,54548,44685,261,0,0,0,8422,0,STATEWIDE BANK,-4004,8914,0,157250,625,0,2992,17283,29783,3258,1019,,,12873,20090630,0,185687,0,0,,0,9801,,3036,13236,0,0,28163,0,0,0,0,0,0,0,0,0,0,27137,0,0,38029,503,0,12142,8096,0,2587,1459,0
