,ALLOTHL,AOA,ASDROTH,ASDRRES,BKPREM,CERT,CHBAL,EDCM,EQTOT,ESTINS,FREPP,FX,ID,INTAN,LNAG,LNAUTO,LNCI,LNCONOTH,LNCONRP,LNCRCD,LNOTCI,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,LOCCOM,LOCFPSB,LOCFSB,LOCPSB,NAASSET,NACDIR,NAME,NETINC,NTRCOMOT,NTRFCFG,NTRIPC,NTRMUNI,NTRUSGOV,ORE,OTBFH1L,OTHBRF,P3ASSET,P9ASSET,PARTCONV,RBCT1CER,RBCT1J,REPDTE,RT,RWAJT,SCABS,SCASPNSUM,SCCMOG,SCCMOS,SCCOL,SCCPTG,SCFMN,SCGNM,SCMUNI,SCODOT,SCRMBPI,SCSFP,SCUST,SUBND,SZISLOTH,SZLAUTO,SZLNCI,SZLNCON,SZLNCRCD,SZLNHEL,SZLNOTH,SZLNRES,TRADEL,TRNCBO,TRNIPCOC,TRNMUNI,TRNUSGOV,UC,UCCOMRE,UCCRCD,UCLOC,UCOTHER,UCSC
0,1250,5849,0,0,9029,20115,7059,0,5635,87.21756539,0,0,20115_20110331,744,1741,804,31868,4576,0,0,2360,24601,35189,25947,50271,77012,0,1879,1879,0,24627,0,SUN SECURITY BANK,-15981,0,0,199820,28916,0,34949,0,55000,20159,127,,,5682,20110331,0,287371,0,0,0,0,0,0,16,13,46259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59835,18359,0,20405,4417,0,55,15933,0
0,1607,9427,0,0,9754,10216,37625,0,12170,95.59337853,1001,0,10216_20110331,4607,470,0,35700,8258,681,171,7418,460,37008,6318,141138,79557,0,2256,2221,35,37986,0,THE RIVERBANK,-2881,63560,0,257192,47876,0,40556,0,28000,7094,45,,,10901,20110331,1738,345032,0,0,0,0,17935,0,1816,5254,963,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,19009,6364,0,35410,5489,1301,13563,15057,0
0,3587,11361,0,0,14479,33513,62871,0,10047,97.97349802,0,0,33513_20101231,0,0,,23794,1706,0,45,651,22,32122,6861,181203,9725,0,269,269,0,42633,0,FIRST INTERNATIONAL BANK,-25704,86642,0,140434,1698,0,12727,25000,37285,8292,5,,,10047,20101231,0,271892,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61873,1828,14,17466,14792,229,0,2445,0
0,4094,11029,0,0,1085,33983,47434,0,16059,91.42174485,0,0,33983_20101231,0,200,,23989,3784,521,0,1323,0,28030,7203,134922,60632,0,1050,0,1050,29926,0,CITIZENS BANK OF NORTHERN CA,-7510,4246,0,243497,3323,0,10290,25567,30567,4164,2231,,,16100,20101231,0,266657,0,0,,0,0,,0,7209,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23757,527,0,13027,411,0,0,12616,0
0,7530,27864,0,0,34770,20408,119979,0,49107,98.82089729,0,0,20408_20101231,249,35,,63717,8298,195,0,143,0,109505,32808,492501,245858,0,10081,171,9910,125005,0,BANK OF THE COMMONWEALTH,-50410,0,0,887498,5697,0,32228,29000,79000,52445,5352,,,48991,20101231,0,885471,0,0,,0,8342,,293,22,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64173,3727,0,15479,5164,0,22,10293,0
0,1540,18572,0,0,544,25155,32112,0,21134,95.44880945,0,0,25155_20101231,0,0,,5591,743,0,0,35,739,73042,6229,77741,39503,0,325,325,0,61709,0,FIRST NB OF FLORIDA,-10829,3169,0,224655,168,0,31330,0,1453,795,0,,,12670,20101231,0,239583,0,0,,0,3315,,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,58131,2734,3,3625,1786,0,1302,537,0
0,79,1081,0,0,7770,58226,10465,0,2870,96.41106271,0,0,58226_20101231,0,0,,10083,549,36,0,6,1218,21292,6873,22544,5297,40,0,0,0,16700,0,CREEKSIDE BANK,-5519,13576,0,72820,0,0,7648,5000,5000,3411,0,,,2862,20101231,0,79435,0,0,,0,0,,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417,0,0,3702,369,0,427,2906,0
0,372,1811,0,0,3558,58273,7827,0,3759,94.9814349,0,0,58273_20101231,0,0,,12220,546,0,0,0,0,10958,7697,54529,31870,72,0,0,0,22608,0,PATRIOT BANK OF GEORGIA,-5951,0,0,139520,0,0,22013,6000,7000,6363,1519,,,3970,20101231,0,133780,0,0,,0,0,,0,2536,372,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10455,0,0,2870,1272,0,719,879,0
0,613,2368,0,0,4710,57212,32318,0,6321,88.68997237,333,0,57212_20101231,7,0,,18514,361,5,0,0,0,14030,235,56688,57599,0,465,465,0,13217,0,FIRST CHOICE BANK,-8946,0,0,166748,599,0,12040,0,0,518,124,,,6332,20101231,0,142115,0,0,,0,0,,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17934,2334,1,18391,1418,0,9373,7600,0
0,462,8574,0,0,2390,57239,9188,0,6121,80.56425022,0,0,57239_20101231,0,3672,,16959,10183,0,0,0,6147,23068,1667,31640,36281,0,0,0,0,19097,0,FIRST SOUTHERN NATIONAL BANK,-14364,5044,0,121972,395,0,9576,0,0,4092,0,,,5950,20101231,0,126583,0,0,,0,12991,,0,4193,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37424,2133,0,8232,5623,0,2609,0,0
0,11930,90664,,,12442,35356,103718,,76346,90.01718446,0,,35356_20101231,11495,,,94889,65827,,535,5422,,53191,2496,101010,957534,0,,,,45206,0,LYDIAN PRIVATE BANK,-60284,,,1069989,,,42652,,352975,21917,0,,,52261,20101231,,1164003,,0,,0,7440,,,,0,9397,127872,,,7145,,,,,,,,,,,199484,,,146375,,3570,25585,35130,
0,284,1073,0,0,488,34130,3979,0,1455,90.6384197,0,0,34130_20101231,71,0,,1957,0,0,5626,273,0,870,3913,11419,14074,0,0,0,0,2993,0,PUBLIC SAVINGS BANK,-1515,5808,0,31393,0,0,2363,0,0,0,41,,,1386,20101231,0,37761,0,0,,0,0,,0,1422,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5798,70,5685,0,43,0
0,4462,15167,0,0,9747,4744,66643,0,16910,96.65152795,1750,0,4744_20101231,0,362,,49480,3533,216,0,2278,972,120648,5557,141017,48844,0,96,24,72,90128,0,FIRST NATIONAL BANK OF OLA,-24116,79881,0,428505,5908,0,77640,0,14772,14995,1235,,,17416,20101231,0,448815,0,0,,0,35971,,724,0,16066,4000,5174,0,0,0,0,0,0,0,0,0,0,0,0,388,23066,3133,0,20827,4532,0,7982,8313,0
0,3321,13197,0,0,11068,22528,91682,0,24948,77.47092813,603,0,22528_20101231,0,57763,,80764,1128,63,2789,10031,23788,34548,46394,240579,26712,0,416,0,416,36437,0,BANK OF WHITMAN,-16938,0,0,443141,36875,0,26231,0,32918,14610,0,,,24894,20101231,0,510447,0,0,,0,0,,1127,0,0,0,0,0,35168,0,0,0,0,0,0,0,16726,0,0,0,130520,9502,0,99920,932,13477,0,85511,0
0,628,3085,0,0,5105,22637,9933,0,3821,98.04215562,2170,0,22637_20101231,0,0,,2378,5333,0,0,696,567,5469,2012,46666,16851,0,433,10,423,7144,0,BANK OF SHOREWOOD,-5540,30021,0,58142,6135,0,5577,0,2774,426,0,,,3765,20101231,234,88649,0,0,,0,11653,,2434,397,5743,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,20768,253,0,5681,812,0,4251,618,0
0,31114,59381,0,0,35400,4392,486039,0,84642,94.74699254,139893,0,4392_20101231,3950,39563,,177780,59654,3783,0,20703,36613,169960,93233,419904,330210,0,10717,7519,3198,196942,0,INTEGRA BANK NATIONAL ASSN,-115931,8174,0,1693813,183817,0,49238,24000,168793,19623,73,,,85528,20101231,171334,1425184,0,0,,0,250057,,435,202317,21679,13143,16155,974,18739,0,0,0,0,0,0,0,0,0,0,133,95260,10507,13,265711,50221,0,88008,127482,0
0,1117,4211,0,0,1640,58222,24127,0,7728,94.56712483,0,0,58222_20101231,0,0,,13716,603,18,0,126,3747,52927,0,55188,59229,0,569,569,0,35367,0,BANKMERIDIAN N A,-12569,43730,0,169156,0,0,10058,23000,23000,3984,373,,,8060,20101231,0,183870,0,0,,0,0,,0,24007,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10188,511,0,14351,6044,0,4145,4162,0
0,346,1589,0,0,198,58283,25391,0,3330,99.20771175,0,0,58283_20101231,0,0,,8703,1626,0,0,0,0,14960,1856,38092,17766,0,70,0,70,9619,0,VIRGINIA BUSINESS BANK,-6769,0,0,90901,0,0,1214,0,9300,3084,1769,,,3330,20101231,0,77629,0,0,,0,0,,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,2820,0,0,2959,1424,0,794,741,0
0,6424,37406,0,0,37602,2994,245509,0,26967,91.63103709,17028,0,2994_20101231,4398,1684,,94214,3318,693,0,4591,50573,143795,23856,250023,120474,0,3164,400,2764,97938,0,BANK OF CHOICE,-59512,428,0,767349,13019,0,39145,2000,108870,26999,0,,,27622,20101231,1354,713923,0,0,,0,103460,,0,24065,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212333,2579,5,52739,6815,0,9415,36509,0
0,953,3505,0,0,1154,35244,14704,0,8500,97.78500903,7283,0,35244_20101231,0,0,,11608,1295,1248,0,0,4200,41707,3273,117656,66250,0,3470,3448,22,38755,0,LANDMARK BANK OF FLORIDA,-6660,89,0,200374,0,0,10159,17000,17000,8176,43,,,8718,20101231,0,252276,0,0,,0,0,,29,5936,9199,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,50672,0,0,11755,3517,0,3504,4734,0
0,129,537,0,0,480,58056,7498,0,1719,97.85635453,0,0,58056_20101231,0,0,,1437,327,8,0,21,1930,6362,2185,13980,6199,0,6,6,0,1068,0,SOUTHSHORE COMMUNITY BANK,-937,7653,0,31166,0,0,4190,0,0,2608,0,,,1801,20101231,0,37334,0,0,,0,0,,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8260,0,0,2132,1028,0,708,396,0
0,149,1321,0,0,480,57442,7417,0,2582,99.20796501,0,0,57442_20101231,0,0,,5037,177,42,0,16,266,10448,1772,38797,7434,0,28,0,28,3996,0,SUMMIT BANK,-3296,17303,0,44267,242,0,3466,2000,2000,1259,0,,,2636,20101231,0,65899,0,0,,0,1410,,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14286,0,0,2918,375,0,2033,510,0
0,1462,6890,0,0,4993,34870,12115,0,6619,95.18083773,0,0,34870_20101231,0,0,,13160,5172,242,0,323,1699,12338,1450,113561,18810,0,26,1,25,12362,0,FIRST PEOPLES BANK,-7645,3892,0,169902,7000,0,8591,10500,14600,1840,0,,,7235,20101231,0,168401,0,0,,0,19596,,99,14135,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28883,1,11,10729,8203,0,1642,884,0
0,621,1455,0,0,3456,19554,6240,0,6447,98.61530848,0,0,19554_20101231,0,138,,1974,1275,0,0,0,157,27786,0,104919,14516,0,0,0,0,33331,0,HIGH TRUST BANK,-3681,131494,0,52324,111,0,23564,0,0,15097,1776,,,6982,20101231,0,171512,0,0,,0,0,,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5679,142,0,991,990,0,0,1,0
0,1095,2896,0,0,555,58238,8055,0,5497,93.08194222,0,0,58238_20101231,634,0,,27540,1970,0,0,0,0,22101,4763,75498,11724,0,187,187,0,19691,0,ONE GEORGIA BANK,-17869,85210,0,67956,1655,0,15242,1000,19800,3286,0,,,5031,20101231,0,157700,0,0,,0,459,,10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11559,0,0,6877,1301,0,1949,3627,0
0,188,746,0,0,3554,57835,6743,0,3326,97.36057587,0,0,57835_20101231,0,894,,14321,1791,418,0,0,543,7381,249,10414,16638,0,10,10,0,2600,0,SIGNATURE BANK,-771,0,0,59226,1197,0,7116,0,500,2036,0,,,3262,20101231,0,58359,0,0,,0,0,,2422,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967,260,0,5036,50,0,2494,2492,0
0,2354,11270,0,0,6671,34522,218743,0,21490,67.63304714,0,0,34522_20101231,0,0,,81265,1885,4289,0,677,0,321281,15239,53199,179866,0,1401,280,1121,102828,0,COLORADO CAPITAL BANK,-48036,360596,0,391404,49694,0,8684,0,28779,77834,403,,,21096,20101231,20140,602121,0,0,,0,154,,1947,809,24310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43140,11712,82,43044,19720,0,4705,18619,0
0,8080,22953,0,0,33333,27935,74270,0,21938,90.23716348,2135,0,27935_20101231,4050,0,,186444,1822,8,0,0,0,94113,106693,289745,93419,0,35755,34284,1471,111398,0,FIRST CHICAGO BANK&TRUST,-92223,67814,0,816391,11914,0,36290,0,50000,17691,227,,,17665,20101231,0,799831,0,0,,0,31844,,2408,20623,19159,0,0,0,10792,0,0,0,0,0,0,0,0,0,0,0,17588,560,7,88834,6381,0,8195,74258,0
0,106,1361,0,0,4708,57593,2647,0,4001,97.71609561,0,0,57593_20100930,0,0,,2535,2876,32,0,0,0,29726,143,6575,22535,0,8,8,0,10211,0,MOUNTAIN HERITAGE BANK,-1026,0,0,88701,250,0,13290,0,13000,2371,0,,,3820,20100930,0,78108,0,0,,0,4125,,0,6165,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9247,553,0,3487,559,0,1558,1370,0
0,338,1815,0,0,1180,27583,13881,0,4272,93.45061799,10124,0,27583_20100930,0,0,,6630,461,0,0,40,0,12814,6553,38985,15776,992,0,0,0,12543,0,FIRST COML BK OF TAMPA BAY,-10362,15203,0,66839,0,0,4621,120,360,4716,0,,,3833,20100930,0,82640,0,0,,0,0,,1432,8526,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13449,0,0,8441,1532,0,1141,5768,0
0,2296,3662,0,0,5568,19237,36201,0,8993,90.3524779,690,0,19237_20100930,0,959,,10394,7527,21,0,2935,2382,54728,4509,84654,74664,0,793,93,700,52551,0,MCINTOSH STATE BANK,-10631,25855,0,203683,10616,0,26302,0,11091,6904,1081,,,8734,20100930,0,251202,0,0,,0,6747,,0,19516,0,430,0,0,16046,0,0,0,0,0,0,0,0,0,0,287,60836,24205,0,11979,638,0,8170,3171,0
0,1447,3557,,,7659,58420,56699,,12119,92.60048681,2911,,58420_20100930,0,,,2591,546,,0,0,,27441,16354,48002,76011,0,,,,38555,0,ATLANTIC BANK&TRUST,-13302,,,186632,,,200,,24000,8675,460,,,11447,20100930,,160672,,0,,0,19952,,,,0,0,12107,,,0,,,,,,,,,,,41162,,,1418,,0,1200,75,
0,1763,6316,0,0,6218,23626,22322,0,9072,96.98967198,0,0,23626_20100930,0,971,,6917,1215,0,0,0,2491,28899,6833,57861,38876,0,135,135,0,23459,0,FIRST HERITAGE BANK,-6269,0,0,141262,91,0,10684,0,8376,2024,0,,,6223,20100930,0,138463,0,0,,0,5474,,112,5239,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36323,2,8,1260,845,0,219,196,0
0,288,2173,0,0,6288,513,22315,0,8371,96.95729001,0,0,513_20100930,856,3233,,27270,2638,183,392,37,3708,16183,1603,32138,35034,0,284,0,284,3761,0,SUMMIT BANK,-6556,41155,0,75476,12003,0,3331,5220,8220,4863,0,,,7416,20100930,0,126637,0,0,,0,2,,156,0,3749,313,0,0,0,0,0,0,0,0,0,0,0,0,0,126,10052,304,1,5949,850,621,433,4045,0
0,1213,9309,0,0,35764,57647,150229,0,25687,90.88601717,0,0,57647_20100930,0,611,,36156,13457,100,0,4623,15639,114467,31260,152887,170262,0,903,0,903,36872,0,FIRST GEORGIA BANKING CO,-9140,42075,0,660677,12733,0,31276,0,22000,14479,0,,,25490,20100930,0,545356,0,0,,0,0,,1385,30886,5871,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34294,3461,0,26707,6307,0,12227,8173,0
0,5365,24177,0,0,29639,57213,104811,0,29786,93.04340455,0,0,57213_20100930,2277,9,,44788,5267,110,0,308,26514,190463,20172,227059,93440,0,464,464,0,88562,0,ATLANTIC SOUTHERN BANK,-8985,90420,0,657256,9094,0,61612,16000,29000,21981,0,,,27069,20100930,0,673836,0,0,,0,18130,,362,1561,15331,215,0,0,0,1400,0,0,0,0,0,0,0,0,0,25,25311,4936,0,23330,4738,0,6083,12509,0
0,186,4863,,,2954,34898,20642,,7229,93.61052298,0,,34898_20100930,0,,,948,191,,0,0,,15787,2055,44892,37284,0,,,,17033,0,COASTAL BANK,-3493,,,121107,,,5584,,0,2971,106,,,4539,20100930,,101486,,0,,0,0,,,,0,0,0,,,0,,,,,,,,,,,14361,,,2272,,0,1547,161,
0,2884,29663,0,0,9234,34234,35053,0,17158,92.07095141,36298,0,34234_20100930,678,0,,44134,6224,222,873,35,0,11505,14659,227720,91854,0,522,322,200,39819,0,COMMUNITY CENTRAL BANK,-17856,0,0,351067,1952,0,8301,25199,63399,10901,2,,,13391,20100930,20346,379121,0,0,,0,8745,,105,39195,951,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38195,5326,4,67842,766,2327,8349,56400,0
0,4002,30391,0,0,13882,19797,160529,0,32681,78.50239444,2497,0,19797_20100930,0,4692,,75846,10994,510,848,1089,26650,119707,10673,217670,129043,0,1812,0,1812,118444,0,PARK AVENUE BANK,-29803,95108,0,607539,24971,0,99217,28000,109646,11824,11,,,31548,20100930,25000,680017,0,0,,0,52862,,0,103972,3338,8929,0,0,0,0,0,0,0,0,0,0,0,0,0,163,153279,14462,7,63487,16834,3678,12546,30429,0
0,1749,4416,0,0,9845,58539,29871,0,13400,94.96678511,0,0,58539_20100930,331,31,,10448,1195,107,0,3001,12082,89763,7703,130514,23873,0,10750,0,10750,45811,0,FIRST CHOICE COMMUNITY BANK,-21574,18216,0,225688,3749,0,3783,4000,4000,13039,4184,,,12928,20100930,0,294766,0,0,,0,7200,,110,14355,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73150,2151,3,13446,7117,0,3900,2429,0
0,273,1072,0,0,4578,57625,10519,0,7132,98.70113433,0,0,57625_20100930,0,0,,1175,476,102,0,6,81,17771,493,17946,15447,0,222,67,155,14421,0,CORTEZ COMMUNITY BANK,-4484,7278,0,47019,0,0,3733,0,7000,5278,0,,,6883,20100930,0,57215,0,0,,0,0,,1749,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8828,0,0,2560,1605,0,7,948,0
0,2714,33627,0,0,8351,26297,27962,0,25833,85.22720811,4060,0,26297_20100930,0,100,,30456,932,30,0,7,0,53702,0,146601,51230,0,99,99,0,66602,0,FIRST NB OF CENTRAL FLORIDA,-10776,51033,0,260224,4109,0,10590,24000,31000,5758,0,,,11972,20100930,0,286668,0,0,,0,19250,,1519,28450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18587,0,0,20053,2202,9,5022,12820,0
0,2384,11098,0,0,9570,14273,22298,0,8730,91.59578766,0,0,14273_20100930,0,2295,,8376,13070,270,31,337,10601,25382,5895,53581,52903,0,355,355,0,17218,0,HERITAGE BANKING GROUP,-6360,3928,0,131962,8229,0,7663,20000,23243,9665,0,,,7933,20100930,0,179246,0,0,,0,295,,417,526,1866,0,143,859,0,0,0,0,0,0,0,0,0,0,0,2,37329,8580,1,9271,3465,0,489,5317,0
0,200,440,0,0,1372,24099,3235,0,1470,97.59586034,0,0,24099_20100930,220,346,,3918,906,65,0,92,0,1820,657,8120,3835,0,8,0,8,2751,0,ROSEMOUNT NATIONAL BANK,-1239,0,0,20886,98,0,902,0,0,733,0,,,1245,20100930,0,23990,0,0,,0,0,,85,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,13181,0,150,2040,343,0,1290,407,0
0,21497,108010,,,103312,17750,268593,,95146,83.52591518,726,,17750_20100930,13772,,,186264,45404,,467,0,,573669,102411,717801,770533,0,,,,272028,0,SUPERIOR BANK,-188285,,,2579119,,,58058,,258927,35632,5426,,,82989,20100930,,2458268,,0,,0,0,,,,30167,9354,97049,,,7729,,,,,,,,,,,199782,,,333752,,3281,50210,3996,
0,60871,30685,0,0,12606,19794,120450,0,22959,99.97042014,0,0,19794_20100930,0,0,,9797,397,13,0,86339,1461,138315,17789,106757,48231,0,0,0,0,87284,0,NEXITY BANK,-6481,256342,0,348451,1939,0,53661,75000,150000,6393,0,,,22066,20100930,0,533557,0,0,,0,0,,161173,15436,3302,6085,0,3695,4996,250,0,0,0,0,0,0,0,0,0,8560,63473,0,0,17083,2299,0,14098,686,0
0,180,1176,0,0,3845,57705,9803,0,3844,99.64844389,0,0,57705_20100930,0,0,,4290,2073,249,0,10,11805,25469,1384,19014,22598,0,21,21,0,8757,0,NEW HORIZONS BANK,-3645,26638,0,68553,1639,0,7981,2000,5000,1030,0,,,3590,20100930,0,90283,0,0,,0,6840,,0,2427,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12630,556,0,3398,2084,0,1048,266,0
0,1958,11564,0,0,8504,21495,51502,0,14890,93.19849308,0,0,21495_20100930,0,36,,20999,3850,152,789,551,6582,31342,5254,103029,73943,0,920,920,0,34644,0,BARTOW COUNTY BANK,-6727,0,0,285372,4657,0,18466,10000,22000,12116,0,,,8949,20100930,0,246059,0,0,,0,0,,0,26648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18070,10120,1,22695,4795,3901,5485,8514,0
0,1123,3530,0,0,1937,35418,29192,0,6011,78.6873085,0,0,35418_20100930,118,0,,22706,951,50,168,12,991,16495,0,58857,5604,0,774,774,0,11687,0,NEVADA COMMERCE BANK,-2906,25343,0,124470,339,0,20274,0,4745,818,1025,,,6005,20100930,0,119548,0,0,,0,5244,,1681,3611,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,4667,0,0,9086,7660,820,401,205,0
0,235,1607,0,0,1438,10086,10508,0,8981,98.85942982,664,0,10086_20100930,0,0,,9598,2485,61,36,240,0,18119,7532,69769,55249,0,60,60,0,33248,0,WESTERN SPRINGS NB&T,-7305,0,0,158598,1034,0,7341,0,209,5133,1360,,,8306,20100930,0,165554,0,0,,0,0,,40,0,0,0,0,0,14554,0,0,0,0,0,0,0,0,0,0,0,26025,654,0,11265,160,600,10018,487,0
0,1132,1455,0,0,3432,34292,19358,0,7012,98.47874989,0,0,34292_20100630,0,0,,14018,121,9,0,9774,0,30727,7104,55918,32478,0,771,0,771,34063,0,BANK OF COMMERCE,-2035,15732,0,146254,0,0,7410,0,0,2800,0,,,7012,20100630,0,145835,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027,67,0,1545,225,0,315,1005,0
0,991,11736,0,0,2673,34818,3894,0,7291,91.89103114,0,0,34818_20100630,0,0,,12089,584,0,141,30,0,677,9241,94666,49437,0,0,0,0,25233,0,LEGACY BANK,-3677,20933,0,152203,21327,0,4577,0,0,18379,114,,,6748,20100630,0,157979,0,0,,0,2821,,2972,6768,8549,0,778,0,7949,0,0,0,0,0,0,0,0,0,0,0,9350,0,0,22441,0,399,66,21976,0
0,156,2302,0,0,847,4077,2330,0,7648,79.33836332,766,0,4077_20100630,0,7114,,15480,11718,0,0,378,166,438,0,7824,7997,0,1902,1902,0,761,0,FIRST NATIONAL BANK OF DAVIS,603,547,0,36881,15621,0,1185,1700,14254,2478,79,,,6880,20100630,0,52527,0,0,,0,0,,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418,528,0,1783,62,0,0,1721,0
0,207,2238,0,0,1147,34187,18793,0,4645,98.79962795,577,0,34187_20100630,0,0,,7204,1292,78,251,0,448,22387,0,38309,29331,0,894,40,854,18916,0,VALLEY COMMUNITY BANK,-1539,35516,0,66692,998,0,8323,0,0,1311,831,,,4682,20100630,0,101606,0,0,,0,0,,0,10353,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32601,558,0,10125,2432,1072,3952,2669,0
0,236,13509,,,1687,34783,35193,,22682,97.61689808,0,,34783_20100630,0,,,13248,5486,,0,0,,58844,24885,43557,102566,0,,,,28836,0,SAN LUIS TRUST BANK FSB,-3010,,,219300,,,13289,,44000,10051,1220,,,21627,20100630,,243118,,0,,0,0,,,,0,0,0,,,0,,,,,,,,,,,37643,,,23608,,0,8539,727,
0,1467,5481,0,0,1372,57855,12312,0,6475,74.69926734,0,0,57855_20100630,0,0,,43094,576,480,0,127,5048,16491,1435,36528,23646,0,5727,54,5673,6794,0,CHARTER OAK BANK,-7335,1746,0,69236,95,0,0,13500,14337,2639,0,,,6475,20100630,0,135167,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46113,0,0,19908,2249,0,4507,13152,0
0,967,4939,0,0,6470,34601,18264,0,9192,95.52668094,0,0,34601_20100630,0,19,,15023,0,5698,0,268,9430,39168,7254,46801,48800,0,27,0,27,19765,0,CITIZENS BANK OF EFFINGHAM,-3262,0,0,177997,4973,0,6028,0,5000,10275,5879,,,8999,20100630,0,182776,0,0,,0,0,,2017,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30209,3827,0,9690,704,0,3284,5702,0
0,2932,17026,0,0,17256,151,29975,0,11257,93.18432719,12193,0,151_20100630,315,71,,9190,9554,640,0,2279,677,86035,10169,68456,65078,0,3283,3283,0,54170,0,HABERSHAM BANK,-5019,39214,0,271186,1511,0,40587,27000,38322,14388,2548,,,10686,20100630,0,300247,0,0,,0,9900,,769,38106,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7673,16327,8522,0,30456,2714,0,20413,7329,0
0,2400,7754,0,0,4574,34692,7287,0,8832,84.72048191,0,0,34692_20100630,0,0,,39038,2589,319,0,0,0,19509,2730,85394,34001,0,864,0,864,21009,0,CANYON NATIONAL BANK,-3946,1329,0,193726,1069,0,19437,2500,2500,4741,0,,,7854,20100630,0,183176,0,0,,0,6023,,4821,1748,2033,0,0,0,104,0,0,0,0,0,0,0,0,0,0,286,18210,791,5,15039,2258,0,1099,11682,0
0,373,2082,0,9074,58,13272,9247,0,2709,95.8872162,0,0,13272_20100630,0,9735,,5225,2663,0,35,190,16331,349,1739,17205,12062,98,0,0,0,3944,0,BADGER STATE BANK,-1020,3115,0,70880,1812,0,1536,3950,6000,2317,564,,,2676,20100630,0,68703,0,0,,0,0,,0,0,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9083,629,0,7587,186,503,2849,4049,0
0,1890,6156,0,0,15055,14939,42567,0,16914,92.82249924,0,0,14939_20100630,0,0,,31530,3739,1868,0,812,353,11879,4097,210531,79746,0,5313,5313,0,41980,0,PEOPLES STATE BANK,-777,0,0,342390,7415,0,7148,0,927,12198,33,,,16537,20100630,1532,344905,0,0,,0,0,,294,11128,17171,0,0,450,1006,0,0,0,0,0,0,0,0,0,0,0,73884,2108,6,29521,5623,0,4967,18931,0
0,550,1258,0,0,7874,35478,24089,0,5326,96.1457789,0,0,35478_20100630,0,1555,,6053,1990,0,0,78,0,11175,917,51540,22930,0,40,0,40,15289,0,SUNSHINE STATE CMTY BANK,-2726,0,0,102973,0,0,6328,0,6792,1767,1411,,,5158,20100630,0,100194,0,0,,0,10093,,851,9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36621,0,22,1989,689,0,32,1268,0
